Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
287,Courtney Lee\leeco01,SG,34,DAL,24,345,10.9,.629,.573,.085,2.2,7.4,4.9,4.7,2.5,1.5,11.4,11.9,,0.3,0.4,0.7,.097,,-2.1,1.6,-0.5,0.1
288,Damion Lee\leeda03,SG,27,GSW,49,1423,12.7,.548,.468,.247,2.4,16.3,9.1,14.4,1.7,0.4,10.6,19.0,,0.9,0.8,1.7,.058,,-1.5,-0.8,-2.3,-0.1
289,Alex Len\lenal01,C,26,TOT,49,895,18.0,.596,.185,.301,11.4,24.5,17.9,8.1,1.2,4.5,12.8,18.3,,1.4,0.9,2.3,.121,,-0.2,-0.2,-0.5,0.3
289,Alex Len\lenal01,C,26,ATL,40,745,17.5,.590,.215,.312,9.8,23.6,16.6,8.7,1.3,3.7,11.7,18.6,,1.1,0.6,1.8,.113,,-0.2,-0.3,-0.4,0.3
289,Alex Len\lenal01,C,26,SAC,9,150,20.3,.636,.000,.238,19.1,29.3,24.1,5.0,0.6,8.2,19.2,16.7,,0.3,0.2,0.5,.164,,-0.7,0.1,-0.6,0.1
290,Kawhi Leonard\leonaka01,SF,28,LAC,53,1703,26.8,.586,.288,.357,3.2,19.5,11.6,27.0,2.6,1.7,10.5,33.1,,4.9,3.2,8.0,.226,,6.5,2.6,9.1,4.8
291,Meyers Leonard\leoname01,C,27,MIA,49,987,11.1,.640,.534,.117,3.2,24.1,14.1,7.7,0.6,1.5,13.0,12.1,,1.0,1.1,2.2,.105,,-1.0,0.4,-0.6,0.3
292,Caris LeVert\leverca01,SG,25,BRK,40,1159,15.1,.507,.308,.264,3.8,10.4,7.2,23.9,1.8,0.5,12.7,28.9,,-0.1,1.2,1.1,.047,,0.1,-0.8,-0.7,0.4
293,Damian Lillard\lillada01,PG,29,POR,59,2185,26.0,.618,.492,.378,1.5,10.5,6.1,34.0,1.3,0.8,11.0,30.2,,9.0,0.7,9.7,.212,,7.8,-0.8,7.0,4.9
294,Nassir Little\littlna01,PF,19,POR,48,573,9.6,.505,.391,.291,5.7,13.8,9.8,5.1,1.1,2.1,8.1,13.7,,0.3,0.3,0.6,.050,,-2.9,-0.6,-3.5,-0.2
295,Kevon Looney\looneke01,C,23,GSW,20,262,9.4,.403,.177,.152,11.2,16.3,13.6,11.1,2.2,2.1,12.5,15.7,,-0.2,0.2,0.0,.005,,-4.8,-0.8,-5.5,-0.2
296,Brook Lopez\lopezbr01,C,31,MIL,62,1651,14.0,.538,.497,.215,2.7,13.1,8.3,7.6,1.2,8.2,9.3,17.5,,0.8,3.9,4.7,.137,,-1.0,2.8,1.8,1.6
297,Robin Lopez\lopezro01,C,31,MIL,61,876,11.2,.571,.354,.162,6.3,10.1,8.3,6.5,0.5,4.1,15.9,16.6,,0.2,1.5,1.7,.096,,-2.4,0.6,-1.8,0.0
298,Kevin Love\loveke01,PF,31,CLE,56,1780,17.9,.599,.536,.301,3.3,31.1,17.1,15.4,0.9,0.9,14.5,23.1,,2.5,1.2,3.8,.102,,2.6,-0.6,2.1,1.8
299,Kyle Lowry\lowryky01,PG,33,TOR,53,1936,18.2,.592,.583,.411,1.7,12.5,7.2,31.0,1.7,1.1,15.0,23.2,,4.3,2.9,7.2,.178,,2.6,0.8,3.4,2.7
300,Timothé Luwawu-Cabarrot\luwawti01,SG,24,BRK,40,692,9.8,.581,.574,.324,3.7,10.4,7.1,5.2,1.1,0.7,12.1,16.0,,0.5,0.6,1.2,.082,,-2.5,-0.1,-2.6,-0.1
301,Trey Lyles\lylestr01,PF,24,SAS,63,1271,12.7,.557,.490,.131,6.0,24.7,15.3,7.3,1.1,1.9,9.7,13.7,,1.2,1.0,2.2,.082,,-0.5,-0.7,-1.2,0.2
302,Daryl Macon\maconda01,SG,24,MIA,4,14,-3.1,.500,.667,.000,0.0,0.0,0.0,9.6,0.0,0.0,40.0,15.8,,0.0,0.0,0.0,-0.161,,-7.0,-4.4,-11.4,0.0
303,J.P. Macura\macurjp01,SG,24,CLE,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.022,,-5.1,-1.2,-6.3,0.0
304,Josh Magette\magetjo01,PG,30,ORL,8,38,5.1,.378,.267,.133,2.7,14.6,8.5,19.2,3.9,2.4,23.9,23.8,,-0.2,0.1,-0.1,-0.126,,-8.0,1.6,-6.4,0.0
305,Ian Mahinmi\mahinia01,C,33,WAS,38,808,14.1,.545,.124,.538,10.2,19.9,14.8,8.2,1.8,4.7,14.8,15.7,,0.7,0.7,1.4,.082,,-2.7,0.0,-2.7,-0.2
306,Thon Maker\makerth01,C,22,DET,60,776,13.7,.582,.332,.570,7.8,16.7,12.2,8.0,1.6,4.2,15.7,16.1,,0.7,0.8,1.5,.096,,-2.0,0.7,-1.4,0.1
307,Terance Mann\mannte01,SG,23,LAC,36,282,7.3,.459,.220,.203,2.3,10.7,6.6,18.3,1.5,1.6,17.9,11.6,,0.0,0.4,0.4,.060,,-4.6,1.3,-3.4,-0.1
308,Boban Marjanović\marjabo01,C,31,DAL,38,342,25.2,.604,.085,.273,17.5,30.7,24.2,6.6,1.0,1.7,11.7,27.8,,0.9,0.5,1.4,.191,,2.0,-1.8,0.2,0.2
309,Lauri Markkanen\markkla01,PF,22,CHI,50,1492,14.3,.560,.536,.259,4.2,19.7,11.6,7.6,1.4,1.5,11.0,21.1,,1.1,1.6,2.6,.084,,0.2,-0.8,-0.5,0.5
310,Caleb Martin\martica02,SF,24,CHO,18,317,12.0,.595,.440,.250,3.3,10.0,6.5,11.1,1.9,2.0,13.9,15.0,,0.3,0.2,0.5,.081,,-1.6,0.5,-1.0,0.1
311,Cody Martin\martico01,SF,24,CHO,48,903,10.5,.505,.372,.314,4.4,15.1,9.6,15.7,2.2,0.9,15.7,13.6,,0.2,0.8,1.0,.052,,-3.1,1.0,-2.1,0.0
312,Jeremiah Martin\martije02,PG,23,BRK,4,25,9.8,.346,.462,.000,0.0,16.1,8.3,24.1,3.8,3.3,7.1,23.4,,-0.1,0.1,0.0,-0.032,,-5.9,2.4,-3.6,0.0
313,Kelan Martin\martike03,SF,24,MIN,31,495,9.2,.506,.530,.171,2.5,18.6,10.2,6.8,0.7,1.5,9.3,17.8,,-0.1,0.3,0.2,.023,,-3.3,-1.0,-4.3,-0.3
314,Frank Mason III\masonfr01,PG,25,MIL,6,53,4.2,.337,.526,.211,6.0,8.8,7.5,25.7,1.7,0.0,22.4,20.8,,-0.2,0.1,-0.1,-0.060,,-7.5,-0.9,-8.4,-0.1
315,Garrison Mathews\mathega01,SG,23,WAS,18,227,13.1,.691,.821,.607,2.8,9.1,5.8,5.8,1.6,0.4,10.1,14.5,,0.6,0.0,0.6,.129,,-0.5,-0.6,-1.1,0.1
316,Wesley Matthews\matthwe02,SG,33,MIL,63,1555,8.4,.546,.695,.162,1.4,8.3,5.1,7.3,1.1,0.5,8.6,12.7,,0.8,2.4,3.2,.099,,-2.5,0.8,-1.7,0.1
317,Patrick McCaw\mccawpa01,SF,24,TOR,37,908,7.3,.500,.438,.111,2.3,7.6,5.0,11.4,2.0,0.4,14.6,9.4,,0.2,1.2,1.4,.075,,-3.6,1.8,-1.8,0.0
318,CJ McCollum\mccolcj01,SG,28,POR,63,2275,17.6,.547,.376,.135,2.0,9.7,5.9,19.3,1.0,1.5,8.3,26.6,,3.3,0.6,3.9,.083,,2.6,-1.7,1.0,1.7
319,T.J. McConnell\mccontj01,PG,27,IND,64,1205,16.5,.543,.043,.109,3.1,12.0,7.6,37.5,1.9,0.8,18.2,17.2,,1.7,1.4,3.1,.124,,0.3,0.2,0.5,0.8
320,Jalen McDaniels\mcdanja01,PF,22,CHO,16,293,10.7,.574,.343,.243,5.4,19.4,12.1,6.8,1.4,0.9,12.4,13.3,,0.2,0.2,0.5,.078,,-3.3,0.0,-3.3,-0.1
321,Doug McDermott\mcderdo01,PF,28,IND,63,1259,14.4,.626,.536,.108,2.0,11.7,6.9,8.4,0.3,0.3,7.1,19.6,,2.2,0.9,3.0,.116,,1.5,-1.5,0.0,0.7
322,JaVale McGee\mcgeeja01,C,32,LAL,63,1044,19.9,.653,.021,.266,12.4,25.5,19.1,4.6,1.5,7.9,13.1,15.1,,2.2,2.4,4.6,.210,,-0.3,2.3,2.0,1.1
323,Rodney McGruder\mcgruro01,SG,28,LAC,51,762,6.6,.476,.503,.176,3.6,13.9,8.9,5.1,1.4,0.9,10.9,10.5,,-0.1,1.0,0.9,.056,,-3.8,0.8,-3.0,-0.2
324,Alfonzo McKinnie\mckinal01,SF,27,CLE,40,593,8.7,.493,.380,.181,6.9,14.4,10.6,3.3,1.9,1.2,12.3,15.2,,-0.2,0.3,0.2,.014,,-4.4,-0.9,-5.3,-0.5
325,Jordan McLaughlin\mclaujo01,PG,23,MIN,30,590,16.3,.587,.427,.219,1.2,7.8,4.4,31.0,2.7,0.6,13.7,15.8,,1.2,0.4,1.6,.130,,0.4,-0.1,0.3,0.3
326,Ben McLemore\mclembe01,SG,26,HOU,64,1451,11.8,.629,.831,.135,1.4,8.7,5.0,5.3,1.2,0.7,8.4,15.6,,2.2,0.9,3.1,.102,,0.1,-0.7,-0.6,0.5
327,Jordan McRae\mcraejo01,SG,28,TOT,37,784,14.2,.515,.344,.298,2.4,15.5,8.7,17.7,1.3,1.8,9.4,24.4,,0.4,0.3,0.7,.043,,0.0,-1.6,-1.5,0.1
327,Jordan McRae\mcraejo01,SG,28,WAS,29,654,15.2,.523,.334,.262,2.7,15.2,8.7,18.8,1.4,2.0,9.7,24.9,,0.4,0.2,0.7,.050,,0.8,-1.3,-0.5,0.3
327,Jordan McRae\mcraejo01,SG,28,DEN,4,32,16.7,.580,.667,.667,3.5,14.0,8.7,15.6,3.1,2.9,0.0,10.5,,0.1,0.0,0.1,.206,,1.0,1.4,2.5,0.0
327,Jordan McRae\mcraejo01,SG,28,DET,4,98,6.5,.446,.372,.512,0.0,17.6,8.7,10.7,0.0,0.0,8.7,25.7,,-0.1,0.0,-0.1,-0.053,,-5.6,-4.2,-9.8,-0.2
328,Nicolò Melli\mellini01,C,29,NOP,54,929,12.1,.572,.646,.229,4.2,13.8,8.9,10.4,1.7,1.7,11.9,15.8,,0.9,0.8,1.8,.092,,-1.0,0.4,-0.6,0.3
329,De'Anthony Melton\meltode01,PG,21,MEM,53,1041,14.5,.524,.332,.316,4.0,15.7,10.0,20.5,3.0,1.6,16.2,19.4,,0.4,1.4,1.8,.083,,-1.6,1.8,0.2,0.6
330,Chimezie Metu\metuch01,PF,22,SAS,16,73,25.4,.597,.029,.229,14.8,23.7,19.2,13.8,0.7,4.8,11.5,25.9,,0.2,0.1,0.2,.159,,3.8,-0.8,3.0,0.1
331,Khris Middleton\middlkh01,SF,28,MIL,56,1686,21.3,.614,.376,.230,2.6,16.8,10.1,21.3,1.4,0.4,10.6,26.2,,4.3,3.2,7.4,.211,,3.4,0.9,4.3,2.7
332,Eric Mika\mikaer01,PF,25,SAC,1,19,14.0,.773,.000,.667,11.6,30.4,20.8,0.0,0.0,0.0,0.0,8.9,,0.1,0.0,0.1,.221,,-2.2,-0.9,-3.1,0.0
333,C.J. Miles\milescj01,SG,32,WAS,10,161,11.1,.472,.593,.339,2.6,5.7,4.1,9.9,2.9,2.2,5.6,18.5,,0.0,0.1,0.1,.033,,-1.8,0.0,-1.9,0.0
334,Malcolm Miller\millema01,SF,26,TOR,25,125,4.7,.432,.792,.250,0.9,10.7,5.9,8.3,1.5,1.6,10.1,10.1,,-0.1,0.2,0.1,.038,,-4.3,1.4,-2.9,0.0
335,Patty Mills\millspa02,PG,31,SAS,63,1430,14.7,.589,.675,.188,1.4,6.0,3.7,11.3,1.7,0.4,7.6,20.5,,2.1,0.5,2.6,.087,,1.1,-1.2,-0.1,0.7
336,Paul Millsap\millspa01,PF,34,DEN,45,1103,17.4,.594,.283,.323,9.0,17.9,13.4,9.3,1.8,2.3,12.2,20.3,,1.9,1.4,3.3,.145,,0.5,0.0,0.5,0.7
337,Shake Milton\miltosh01,SG,23,PHI,33,631,14.5,.630,.491,.234,1.9,10.1,6.0,17.3,1.5,0.8,14.6,19.2,,1.0,0.6,1.6,.125,,0.0,-0.7,-0.8,0.2
338,Donovan Mitchell\mitchdo01,SG,23,UTA,65,2233,18.9,.558,.345,.237,2.5,11.0,6.9,21.2,1.5,0.5,11.0,30.8,,3.0,2.2,5.3,.113,,2.4,-0.5,1.8,2.2
339,Naz Mitrou-Long\mitrona01,SG,26,IND,3,43,10.0,.438,.688,.000,0.0,15.3,7.7,22.1,1.1,2.0,11.1,18.4,,0.0,0.0,0.0,.015,,-1.9,2.4,0.5,0.0
340,Adam Mokoka\mokokad01,SG,21,CHI,11,112,8.2,.538,.536,.143,6.6,3.1,4.9,5.0,1.7,0.0,6.3,12.1,,0.1,0.1,0.2,.073,,-3.1,-1.0,-4.1,-0.1
341,Malik Monk\monkma01,SG,21,CHO,55,1169,12.7,.530,.418,.205,2.4,12.6,7.3,16.6,1.1,1.3,12.6,22.9,,0.1,0.6,0.7,.028,,-1.0,-1.3,-2.3,-0.1
342,Matt Mooney\moonema01,SG,22,CLE,4,19,8.1,.250,.500,.000,0.0,17.7,8.8,6.7,5.1,4.5,0.0,9.0,,0.0,0.0,0.0,.006,,-5.3,5.0,-0.3,0.0
343,E'Twaun Moore\mooreet01,SG,30,NOP,53,976,11.1,.508,.389,.103,3.2,10.4,6.8,10.9,1.4,0.9,8.0,19.9,,0.2,0.6,0.8,.042,,-1.9,-0.9,-2.8,-0.2
344,Ja Morant\moranja01,PG,20,MEM,60,1812,17.9,.564,.178,.331,2.7,9.6,6.2,34.8,1.4,0.7,17.1,26.1,,2.3,1.2,3.4,.091,,1.6,-1.3,0.3,1.1
345,Juwan Morgan\morgaju01,PF,22,UTA,17,81,10.1,.578,.316,.105,8.5,19.5,14.2,3.5,0.0,1.0,13.1,12.4,,0.1,0.1,0.1,.089,,-2.3,-0.5,-2.8,0.0
346,Marcus Morris\morrima03,SF-PF,30,TOT,57,1772,14.3,.564,.431,.274,3.2,14.0,8.5,6.8,1.1,1.5,9.6,22.6,,1.8,1.2,3.1,.083,,0.7,-0.8,-0.2,0.8
346,Marcus Morris\morrima03,SF,30,NYK,43,1387,16.5,.582,.415,.311,3.6,14.7,9.0,6.8,1.2,1.2,9.2,24.4,,2.2,0.8,2.9,.101,,1.9,-1.1,0.8,1.0
346,Marcus Morris\morrima03,PF,30,LAC,14,385,6.5,.466,.512,.087,1.9,11.8,7.0,6.7,1.0,2.5,12.0,16.2,,-0.3,0.5,0.1,.016,,-3.8,0.3,-3.5,-0.2
347,Markieff Morris\morrima02,PF,30,TOT,54,1119,12.4,.562,.494,.191,3.5,16.9,10.1,10.3,1.3,1.2,13.7,21.3,,0.3,0.9,1.2,.051,,-1.2,-0.9,-2.1,0.0
347,Markieff Morris\morrima02,PF,30,DET,44,988,12.7,.573,.486,.203,2.7,17.3,9.9,11.0,1.3,0.9,14.2,21.8,,0.3,0.7,1.0,.049,,-1.0,-1.0,-2.1,0.0
347,Markieff Morris\morrima02,PF,30,LAL,10,131,9.8,.461,.565,.087,9.3,13.9,11.6,5.1,1.5,3.4,9.5,17.0,,0.0,0.2,0.2,.069,,-2.6,0.4,-2.2,0.0
348,Monte Morris\morrimo01,PG,24,DEN,66,1430,14.9,.539,.297,.143,1.6,7.4,4.5,23.3,1.8,1.0,8.4,17.3,,2.3,1.2,3.4,.115,,0.1,-0.1,0.0,0.7
349,Johnathan Motley\motlejo01,PF,24,LAC,13,41,28.4,.774,.067,.467,7.8,17.2,12.6,33.1,3.4,0.0,21.7,23.4,,0.2,0.1,0.3,.301,,4.8,3.3,8.1,0.1
350,Emmanuel Mudiay\mudiaem01,PG,23,UTA,50,781,13.4,.547,.267,.253,2.5,13.9,8.4,20.9,1.4,1.1,17.1,22.3,,0.2,0.9,1.1,.067,,-1.4,0.1,-1.2,0.2
351,Mychal Mulder\muldemy01,SG,25,GSW,7,204,7.8,.533,.776,.179,1.5,11.0,6.1,5.8,0.5,0.4,6.5,16.2,,0.1,0.0,0.1,.017,,-3.3,-2.9,-6.1,-0.2
352,Dejounte Murray\murrade01,PG,23,SAS,59,1468,17.0,.534,.168,.172,4.9,20.0,12.5,23.8,3.3,1.0,15.7,20.7,,0.9,1.7,2.6,.085,,-0.6,1.5,0.9,1.1
353,Jamal Murray\murraja01,PG,22,DEN,55,1804,17.5,.559,.359,.209,2.6,10.8,6.7,22.7,1.8,0.8,11.8,25.2,,2.5,1.6,4.1,.109,,1.8,-0.7,1.1,1.4
354,Džanan Musa\musadz01,SF,20,BRK,36,414,8.5,.477,.468,.312,4.8,13.2,9.1,11.1,1.5,0.2,16.2,19.3,,-0.4,0.4,0.1,.007,,-4.0,-0.7,-4.7,-0.3
355,Mike Muscala\muscami01,C,28,OKC,42,495,11.9,.554,.752,.137,3.0,17.5,10.5,9.7,0.8,1.9,7.6,16.5,,0.5,0.5,1.0,.099,,-0.3,-0.1,-0.4,0.2
356,Sviatoslav Mykhailiuk\mykhasv01,SF,22,DET,56,1265,11.2,.578,.704,.173,1.5,7.9,4.7,12.3,1.6,0.3,12.3,17.1,,1.0,0.6,1.6,.060,,-0.7,-1.2,-1.8,0.0
357,Abdel Nader\naderab01,SF,26,OKC,49,759,11.2,.582,.475,.281,2.1,10.7,6.6,6.6,1.3,2.2,12.7,16.5,,0.4,0.8,1.2,.075,,-1.1,0.2,-0.8,0.2
358,Larry Nance Jr.\nancela02,C,27,CLE,56,1472,17.3,.608,.369,.172,7.9,23.1,15.4,12.3,1.9,1.3,11.5,15.2,,2.8,1.1,3.9,.128,,1.4,0.3,1.8,1.4
359,Shabazz Napier\napiesh01,PG,28,TOT,52,1261,14.3,.551,.533,.338,2.0,10.9,6.3,28.8,2.5,0.7,19.0,19.8,,1.0,0.8,1.8,.069,,-0.4,-0.3,-0.7,0.4
359,Shabazz Napier\napiesh01,PG,28,MIN,36,856,13.9,.539,.562,.311,2.0,11.9,6.8,31.3,2.2,0.7,19.1,19.1,,0.6,0.6,1.3,.071,,-0.5,-0.2,-0.8,0.3
359,Shabazz Napier\napiesh01,PG,28,WAS,16,405,15.0,.573,.476,.392,2.1,8.8,5.3,23.6,3.1,0.6,18.9,21.2,,0.3,0.2,0.5,.065,,-0.1,-0.3,-0.5,0.2
360,Raul Neto\netora01,PG,27,PHI,50,585,11.4,.558,.404,.174,2.1,8.1,5.1,19.2,1.9,0.7,18.0,17.2,,0.3,0.6,0.9,.071,,-1.8,-0.1,-1.9,0.0
361,Malik Newman\newmama01,SG,22,CLE,1,4,-11.3,.347,.500,1.000,0.0,0.0,0.0,0.0,0.0,0.0,25.8,41.5,,0.0,0.0,0.0,-0.503,,-14.5,-11.3,-25.9,0.0
362,Georges Niang\niangge01,PF,26,UTA,60,811,11.7,.590,.694,.078,2.0,12.7,7.6,6.7,0.8,0.5,8.2,17.1,,0.9,0.7,1.6,.094,,0.5,-0.6,-0.1,0.4
363,Joakim Noah\noahjo01,C,34,LAC,2,17,13.8,.687,.000,6.000,18.7,29.7,24.3,13.7,0.0,5.2,35.5,13.8,,0.0,0.0,0.1,.201,,-3.9,5.2,1.3,0.0
364,Nerlens Noel\noelne01,C,25,OKC,56,1031,21.7,.714,.012,.392,9.4,20.1,14.9,7.7,2.6,7.1,15.8,15.2,,2.7,2.1,4.8,.224,,0.5,3.5,3.9,1.5
365,Zach Norvell\norveza01,SG,22,TOT,5,41,2.6,.402,.667,.083,0.0,16.3,7.9,10.2,2.3,0.0,19.4,16.1,,-0.1,0.0,-0.1,-0.084,,-7.1,-1.2,-8.3,-0.1
365,Zach Norvell\norveza01,SG,22,LAL,2,5,-5.6,.000,.000,.000,0.0,21.4,10.9,0.0,0.0,0.0,0.0,8.4,,0.0,0.0,0.0,-0.149,,-10.2,-2.4,-12.6,0.0
365,Zach Norvell\norveza01,SG,22,GSW,3,36,3.7,.437,.727,.091,0.0,15.6,7.5,11.7,2.7,0.0,20.8,17.1,,-0.1,0.0,-0.1,-0.075,,-6.7,-1.1,-7.7,-0.1
366,Jaylen Nowell\nowelja01,SG,20,MIN,15,151,10.5,.471,.491,.321,2.0,7.3,4.5,17.8,0.9,0.6,4.7,17.3,,0.1,0.0,0.2,.051,,-2.9,-0.8,-3.7,-0.1
367,Frank Ntilikina\ntilila01,PG,21,NYK,57,1187,9.8,.497,.411,.177,2.0,9.1,5.4,20.2,2.2,1.3,16.5,15.4,,0.1,0.8,0.9,.037,,-3.6,0.4,-3.2,-0.4
368,Kendrick Nunn\nunnke01,SG,24,MIA,63,1868,13.4,.547,.425,.107,1.2,8.7,5.1,18.7,1.3,0.6,10.4,23.7,,1.0,1.5,2.5,.064,,-0.7,-1.3,-2.0,0.0
369,Jusuf Nurkić\nurkiju01,C,25,POR,1,33,26.3,.620,.091,.727,6.4,21.7,14.2,21.1,2.9,15.4,21.6,23.8,,0.1,0.1,0.1,.206,,2.5,4.7,7.3,0.1
370,David Nwaba\nwabada01,SF,27,BRK,20,268,14.0,.627,.394,.380,3.2,13.9,8.7,4.4,1.9,3.7,8.8,14.2,,0.4,0.4,0.8,.141,,-1.1,2.0,1.0,0.2
371,Royce O'Neale\onealro01,PF,26,UTA,66,1916,9.5,.587,.659,.151,1.4,18.1,10.1,11.6,1.3,1.2,13.1,9.5,,1.8,2.4,4.2,.105,,-1.2,2.2,1.0,1.5
372,Kyle O'Quinn\oquinky01,C,29,PHI,26,258,18.1,.541,.319,.264,13.7,28.2,21.0,19.1,0.9,7.2,18.3,16.4,,0.3,0.5,0.8,.154,,-0.7,2.2,1.5,0.2
373,Semi Ojeleye\ojelese01,PF,25,BOS,62,906,7.5,.557,.616,.176,2.9,12.0,7.4,4.5,1.0,0.5,6.5,8.6,,0.8,0.9,1.7,.091,,-2.2,0.6,-1.6,0.1
374,Jahlil Okafor\okafoja01,C,24,NOP,28,424,17.8,.631,.014,.403,11.3,18.2,14.8,12.7,0.8,3.8,17.5,19.8,,0.7,0.4,1.1,.129,,-0.8,0.6,-0.2,0.2
375,Elie Okobo\okoboel01,PG,22,PHO,54,707,10.5,.511,.392,.370,2.5,11.6,6.9,21.5,1.6,0.5,15.3,14.9,,0.4,0.5,0.9,.059,,-2.0,-0.1,-2.1,0.0
376,Josh Okogie\okogijo01,SG,21,MIN,62,1547,11.5,.553,.387,.480,5.7,12.8,9.1,8.9,2.0,1.4,15.3,15.1,,1.0,1.2,2.2,.067,,-2.4,0.0,-2.4,-0.1
377,KZ Okpala\okpalkz01,SF,20,MIA,5,26,13.7,.595,.200,.400,4.5,16.6,10.8,5.5,3.8,3.8,14.5,11.7,,0.0,0.0,0.1,.120,,-1.2,4.0,2.7,0.0
378,Victor Oladipo\oladivi01,SG,27,IND,14,369,11.9,.500,.429,.246,2.7,11.6,7.2,16.2,1.6,0.7,13.8,26.8,,-0.3,0.4,0.0,.005,,-1.8,-1.5,-3.3,-0.1
379,Kelly Olynyk\olynyke01,C,28,MIA,60,1113,15.1,.648,.582,.250,4.0,21.9,13.3,13.4,1.7,1.7,15.1,17.0,,1.8,1.5,3.4,.145,,0.3,1.1,1.4,0.9
380,Miye Oni\onimi01,SG,22,UTA,6,16,5.2,.300,.600,.000,7.2,19.7,13.7,0.0,3.0,5.2,16.7,16.4,,-0.1,0.0,0.0,-0.075,,-3.3,0.9,-2.4,0.0
381,Cedi Osman\osmande01,SF,24,CLE,65,1910,10.7,.552,.527,.154,2.2,11.3,6.7,11.6,1.4,0.7,12.3,16.6,,1.1,0.5,1.6,.040,,-1.6,-0.9,-2.6,-0.3
382,Kelly Oubre Jr.\oubreke01,SF,24,PHO,56,1933,14.9,.560,.372,.298,3.8,17.3,10.4,6.7,1.7,1.8,8.2,22.4,,1.7,1.9,3.7,.091,,-0.3,-0.4,-0.6,0.7
383,Tariq Owens\owensta01,PF,24,PHO,3,15,8.4,.340,.400,.400,14.6,7.6,11.2,0.0,3.2,0.0,0.0,16.7,,0.0,0.0,0.0,.018,,-3.1,-2.8,-5.9,0.0
384,Jeremy Pargo\pargoje01,PG,33,GSW,3,44,12.7,.557,.318,.045,2.4,5.1,3.7,33.2,1.1,0.0,15.1,25.7,,0.0,0.0,0.0,.011,,-2.8,-3.1,-5.9,0.0
385,Jabari Parker\parkeja01,PF,24,TOT,33,852,17.0,.561,.291,.185,6.7,18.1,12.3,11.7,2.3,1.5,12.2,24.0,,0.5,0.7,1.2,.066,,0.2,-0.4,-0.1,0.4
385,Jabari Parker\parkeja01,PF,24,ATL,32,837,17.2,.565,.293,.183,6.9,17.9,12.3,11.6,2.3,1.5,12.4,24.0,,0.5,0.7,1.2,.069,,0.4,-0.3,0.1,0.4
385,Jabari Parker\parkeja01,PF,24,SAC,1,15,4.0,.291,.167,.333,0.0,30.8,15.0,17.4,0.0,0.0,0.0,20.0,,0.0,0.0,0.0,-0.080,,-6.9,-3.4,-10.3,0.0
386,Chandler Parsons\parsoch01,SF,31,ATL,5,54,5.6,.389,.778,.000,2.0,12.1,7.0,7.5,3.5,1.6,14.3,16.1,,-0.1,0.0,-0.1,-0.066,,-4.7,-1.3,-6.0,-0.1
387,Eric Paschall\pascher01,PF,23,GSW,60,1654,14.5,.571,.202,.331,5.2,13.1,9.0,12.7,0.9,0.7,11.4,21.4,,1.6,0.5,2.1,.062,,-0.7,-2.0,-2.7,-0.3
388,Anžejs Pasečņiks\pasecan01,C,24,WAS,24,405,11.6,.555,.019,.509,10.2,17.0,13.4,5.7,0.9,2.6,14.5,15.6,,0.3,0.2,0.5,.056,,-3.8,-1.6,-5.4,-0.3
389,Patrick Patterson\pattepa01,PF,30,LAC,53,651,11.3,.574,.755,.173,4.9,15.2,10.2,7.1,0.4,0.4,7.9,14.6,,0.9,0.7,1.6,.116,,0.8,-0.4,0.3,0.4
390,Justin Patton\pattoju01,C,22,OKC,5,24,4.7,.450,.400,.000,4.8,17.9,11.6,12.5,0.0,0.0,16.7,22.1,,0.0,0.0,0.0,-0.064,,-6.9,-3.3,-10.1,-0.1
391,Chris Paul\paulch01,PG,34,OKC,64,2030,21.9,.610,.343,.310,1.2,15.6,8.7,33.5,2.4,0.4,13.1,23.2,,5.7,2.6,8.3,.197,,3.1,1.3,4.4,3.3
392,Cameron Payne\payneca01,G,25,PHO,1,19,21.8,.643,.286,.000,0.0,17.9,8.8,16.6,5.0,4.6,12.5,17.9,,0.0,0.0,0.1,.158,,1.5,5.3,6.8,0.0
393,Elfrid Payton\paytoel01,PG,25,NYK,45,1246,16.0,.470,.157,.195,4.3,14.1,9.1,38.6,2.7,1.3,16.7,19.5,,0.5,1.2,1.7,.065,,-0.3,0.3,0.0,0.6
394,Gary Payton II\paytoga02,PG,27,WAS,29,432,11.3,.473,.397,.069,6.4,14.3,10.2,14.7,3.6,1.4,14.3,13.4,,0.1,0.4,0.4,.049,,-3.1,1.5,-1.6,0.0
395,Norvel Pelle\pelleno01,C,26,PHI,20,178,11.3,.521,.000,.343,9.9,27.3,18.6,5.3,0.3,11.9,24.4,12.9,,-0.1,0.4,0.3,.081,,-7.1,3.1,-4.1,-0.1
396,Theo Pinson\pinsoth01,SG,24,BRK,33,365,5.2,.370,.516,.103,2.9,12.2,7.6,21.9,2.2,0.9,16.9,22.4,,-1.0,0.5,-0.6,-0.075,,-6.9,-0.2,-7.1,-0.5
397,Mason Plumlee\plumlma01,C,29,DEN,54,916,19.1,.618,.016,.552,11.0,23.9,17.5,20.0,1.6,3.3,19.1,18.3,,1.7,1.4,3.1,.161,,0.2,2.0,2.2,1.0
